Transaction_Type,Amount,Initial_Balance_Sender,Initial_Balance_Receiver,Final_Balance_Sender,Final_Balance_Receiver,Fraud
Cash-In,2448.95,18126.36,6033.44,18126.36,8482.39,0
Payment,190.85,9637.27,17502.95,9446.42,17693.8,0
Transfer,4352.11,10802.66,4867.68,6450.55,9219.79,0
Debit,50.16,15621.34,12557.3,15571.18,12557.3,0
Cash-In,1219.08,11201.02,8375.37,11201.02,9594.45,0
Transfer,46027.13,14042.58,16213.37,0.0,66843.21,1
Debit,45550.21,16191.23,17222.82,15548.29,17222.82,1
Transfer,28950.38,13578.66,9722.77,6556.89,41568.19,1
Cash-Out,367.89,11065.76,7509.22,10697.87,7509.22,0
Cash-Out,642.47,15107.99,4541.46,14465.52,4541.46,0
Debit,0.66,1772.94,1966.81,516.53,1966.81,1
Payment,151.71,19556.23,4841.99,19404.52,4993.7,0
Cash-Out,35044.49,10907.45,13862.56,2989.21,13862.56,1
Cash-In,1636.98,3156.49,19957.86,3156.49,21594.84,0
Payment,504.48,14083.07,6958.78,13578.59,7463.26,0
Debit,133.07,11182.12,318.05,11049.05,318.05,0
Cash-Out,484.6,2710.91,4849.36,2226.31,4849.36,0
Debit,33807.83,13136.26,14043.07,0.0,14043.07,1
Debit,769.39,6624.42,4996.67,5855.03,4996.67,0
Debit,337.35,6981.02,12700.38,6643.67,12700.38,0
Payment,539.75,3396.03,1089.23,2856.28,1628.98,0
Payment,27.54,8849.07,7840.2,8821.53,7867.74,0
Debit,5241.37,5689.82,14569.84,0.0,14569.84,1
Cash-Out,886.35,13726.09,11113.19,12839.74,11113.19,0
Transfer,21038.57,9268.9,11052.57,0.0,34195.0,1
Transfer,2391.67,10605.85,8539.87,8214.18,10931.54,0
Cash-In,0.98,8207.19,11700.18,8207.19,11701.26,1
Cash-Out,1979.03,18879.56,8307.48,16900.53,8307.48,0
Payment,830.2,2594.89,5340.32,1765.25,6171.09,0
Cash-Out,0.11,2328.43,790.65,2043.58,790.65,1
Payment,982.83,10683.88,17739.19,9701.05,18722.02,0
Cash-In,39032.92,12493.85,15377.83,12493.85,58314.04,1
Cash-In,2491.71,12278.89,3546.15,12278.89,6037.86,0
Payment,465.63,6255.07,12764.86,5789.44,13230.49,0
Transfer,4425.45,3480.88,6125.43,0.0,10550.88,0
Payment,489.78,3814.41,3169.78,3324.63,3659.56,0
Transfer,3843.55,6199.8,8215.88,2356.25,12059.43,0
Transfer,276.23,6862.44,15409.23,6586.21,15685.46,0
Cash-Out,1394.08,552.45,6385.05,0.0,6385.05,0
Cash-In,691.17,11551.09,15419.21,11551.09,16110.38,0
Cash-Out,0.73,4058.25,11936.68,4057.37,11936.68,1
Transfer,4558.28,1166.02,83.66,0.0,4641.94,0
Cash-In,22114.02,12188.69,11396.4,12188.69,35721.82,1
Debit,119.87,1374.58,12549.85,1254.71,12549.85,0
Cash-Out,467.26,18585.16,14067.07,18117.9,14067.07,0
Cash-In,11042.12,3663.61,14578.29,3663.61,26724.62,1
Payment,33462.6,8418.15,19248.13,2005.54,56056.99,1
Debit,825.45,11463.58,11278.33,10638.13,11278.33,0
Cash-In,0.33,2040.89,18735.68,2040.89,18736.04,1
Debit,0.02,16676.39,16637.14,16676.37,16637.14,1
Cash-In,2110.34,10642.74,7519.65,10642.74,9629.99,0
Payment,988.77,14957.65,12525.64,13968.88,13514.41,0
Debit,929.11,6028.27,14688.51,5099.16,14688.51,0
Cash-In,299.65,17719.8,11871.25,17719.8,12170.9,0
Debit,37804.08,8488.32,13857.67,3835.86,13857.67,1
Cash-In,46965.13,16298.74,16916.48,16298.74,68578.12,1
Transfer,37892.83,12677.15,15997.05,12213.72,57679.16,1
Payment,555.01,759.51,15952.11,204.5,16507.12,0
Transfer,14069.68,6201.61,13376.13,4769.62,28852.78,1
Debit,530.79,168.24,11123.89,0.0,11123.89,0
Payment,47014.27,5014.72,15801.32,1563.26,67517.02,1
Payment,20153.76,1553.42,10831.4,0.0,33000.54,1
Debit,383.53,10446.17,1637.35,10062.64,1637.35,0
Transfer,2734.85,6319.74,18134.27,3584.89,20869.12,0
Debit,465.67,9564.88,2099.37,9099.21,2099.37,0
Cash-In,1970.22,14037.68,4493.6,14037.68,6463.82,0
Transfer,2555.63,6385.85,16757.11,3830.22,19312.74,0
Transfer,4771.05,7746.55,5171.13,2975.5,9942.18,0
Cash-Out,0.7,4422.01,19482.4,1202.27,19482.4,1
Cash-In,37245.74,2020.34,7488.64,2020.34,48458.95,1
Transfer,2660.67,2742.6,9800.53,81.93,12461.2,0
Payment,20757.6,458.29,8043.9,403.65,30877.26,1
Transfer,349.82,10306.0,14701.89,9956.18,15051.71,0
Cash-In,272.77,15246.88,14844.84,15246.88,15117.61,0
Cash-In,2560.15,7512.57,13910.95,7512.57,16471.1,0
Debit,32373.9,7638.91,18900.88,0.0,18900.88,1
Cash-Out,0.67,16942.43,1651.96,16904.2,1651.96,1
Debit,954.29,10169.32,810.71,9215.03,810.71,0
Cash-In,0.97,18786.09,4845.61,18786.09,4846.68,1
Debit,24440.95,16104.77,12236.09,10715.99,12236.09,1
Transfer,4375.45,18721.78,12576.7,14346.33,16952.15,0
Cash-Out,38191.12,12717.05,13468.27,1643.92,13468.27,1
Cash-In,46760.84,4208.06,18514.4,4208.06,69951.32,1
Transfer,2556.37,12053.88,6763.73,9497.51,9320.1,0
Debit,565.29,6839.28,14658.49,6273.99,14658.49,0
Debit,13049.74,8258.37,5026.53,0.0,5026.53,1
Payment,682.77,17847.08,12190.76,17164.31,12873.53,0
Payment,49629.42,15024.3,12054.09,0.0,66646.45,1
Cash-In,2669.87,8332.18,7596.09,8332.18,10265.96,0
Cash-In,504.89,14949.01,15203.23,14949.01,15708.12,0
Transfer,315.34,18520.28,4061.45,18204.94,4376.79,0
Payment,321.24,3967.99,3817.58,3646.75,4138.82,0
Transfer,858.07,17250.51,5552.51,16392.44,6410.58,0
Debit,362.56,6990.08,16928.92,6627.52,16928.92,0
Payment,300.66,10746.17,14663.39,10445.51,14964.05,0
Cash-In,1100.48,997.05,18733.92,997.05,19834.4,0
Cash-Out,1326.8,6583.6,19696.53,5256.8,19696.53,0
Transfer,944.99,6441.77,15294.24,5496.78,16239.23,0
Cash-Out,31452.8,12082.98,16185.36,11541.68,16185.36,1
Transfer,27728.63,3873.07,7872.25,0.0,38373.74,1
Cash-In,2172.59,11181.24,5275.7,11181.24,7448.29,0
Debit,49878.81,14637.96,13839.69,0.0,13839.69,1
Cash-Out,29508.07,6384.61,13579.25,5338.4,13579.25,1
Cash-Out,35287.39,2498.64,7957.76,0.0,7957.76,1
Debit,304.7,5124.38,5901.56,4819.68,5901.56,0
Payment,41457.22,17334.86,11049.84,16548.08,56652.78,1
Debit,671.05,1194.68,3873.58,523.63,3873.58,0
Debit,19151.18,3391.25,18417.92,2318.88,18417.92,1
Transfer,0.53,3096.18,13017.79,1056.45,13018.37,1
Debit,15832.67,19080.74,2476.19,81.54,2476.19,1
Cash-Out,1776.74,8434.27,8073.06,6657.53,8073.06,0
Debit,990.25,18930.89,2544.2,17940.64,2544.2,0
Payment,13454.68,17838.03,8604.04,16117.81,23404.19,1
Cash-Out,11344.29,5551.85,10700.47,3656.52,10700.47,1
Cash-Out,323.88,14213.02,13736.68,13889.14,13736.68,0
Cash-In,2007.57,9020.59,15172.88,9020.59,17180.45,0
Transfer,3246.01,11735.86,4764.25,8489.85,8010.26,0
Cash-Out,1062.84,826.37,14569.89,0.0,14569.89,0
Payment,708.32,11064.99,13364.56,10356.67,14072.88,0
Transfer,37168.33,19375.78,9131.24,3434.83,50016.4,1
Debit,906.13,18298.89,2455.05,17392.76,2455.05,0
Payment,104.15,15503.27,15046.45,15399.12,15150.6,0
Payment,29641.62,3364.39,6568.85,3179.79,39174.63,1
Debit,293.52,4403.35,8815.84,4109.83,8815.84,0
Debit,136.52,1039.11,12019.4,902.59,12019.4,0
Cash-Out,0.64,19124.61,3608.19,13038.64,3608.19,1
Payment,585.5,18047.5,9864.64,17462.0,10450.14,0
Debit,0.2,6381.83,6100.48,5466.61,6100.48,1
Cash-Out,139.22,6916.89,10839.0,6777.67,10839.0,0
Cash-In,69.76,13650.6,13560.95,13650.6,13630.71,0
Payment,48418.24,13536.1,5376.9,12891.57,58636.96,1
Debit,328.29,4568.45,1521.76,4240.16,1521.76,0
Cash-Out,126.8,9582.04,12359.36,9455.24,12359.36,0
Cash-In,0.32,10199.33,1791.19,10199.33,1791.54,1
Cash-In,8342.27,7915.02,14071.48,7915.02,23247.98,1
Cash-Out,1714.32,5430.61,14479.26,3716.29,14479.26,0
Transfer,3059.48,14923.92,16488.62,11864.44,19548.1,0
Transfer,0.35,16605.84,434.99,16605.42,435.38,1
Cash-Out,1854.87,10198.21,12893.62,8343.34,12893.62,0
Cash-Out,0.59,19428.76,17098.68,1748.0,17098.68,1
Debit,19618.15,6712.12,9658.11,0.0,9658.11,1
Payment,192.54,3599.36,7320.58,3406.82,7513.12,0
Payment,0.27,7682.95,13231.67,2319.9,13231.97,1
Cash-In,2516.02,6739.7,1810.97,6739.7,4326.99,0
Cash-In,2221.63,8891.78,7571.01,8891.78,9792.64,0
Transfer,4900.72,12039.15,734.04,7138.43,5634.76,0
Cash-Out,1020.53,19210.79,18987.88,18190.26,18987.88,0
Cash-Out,1594.89,19461.87,12511.23,17866.98,12511.23,0
Payment,24526.64,4339.32,16118.85,0.0,43098.15,1
Cash-In,2435.64,18290.16,11256.49,18290.16,13692.13,0
Payment,49523.27,9747.29,9691.44,0.0,64167.04,1
Cash-Out,1126.92,13943.26,6903.22,12816.34,6903.22,0
Cash-Out,8114.07,8338.26,3956.77,5282.17,3956.77,1
Payment,636.39,3829.11,1048.89,3192.72,1685.28,0
Payment,26536.85,11773.51,7150.49,6368.71,36341.03,1
Transfer,2985.51,12633.42,13204.49,9647.91,16190.0,0
Cash-In,26493.65,9543.71,13389.93,9543.71,42532.95,1
Payment,291.03,12817.66,5127.48,12526.63,5418.51,0
Payment,0.37,1893.83,15888.57,1549.55,15888.98,1
Transfer,2167.3,19857.28,12296.68,17689.98,14463.98,0
Cash-Out,30602.29,4069.28,11147.18,1630.98,11147.18,1
Cash-Out,587.49,15154.86,10860.15,14567.37,10860.15,0
Cash-In,2447.61,9526.51,14372.05,9526.51,16819.66,0
Cash-Out,1759.02,2145.09,12043.21,386.07,12043.21,0
Transfer,4239.23,4533.46,17643.74,294.23,21882.97,0
Transfer,32181.74,5085.68,36.1,2892.28,35436.01,1
Cash-In,0.07,13637.9,7339.23,13637.9,7339.31,1
Payment,330.82,19412.56,4745.62,19081.74,5076.44,0
Transfer,3682.27,10495.72,17354.82,6813.45,21037.09,0
Payment,45333.0,15005.47,11235.7,10980.04,61102.0,1
Cash-In,45339.65,6534.6,9765.06,6534.6,59638.68,1
Transfer,16583.99,17299.38,2902.13,8557.75,21144.52,1
Cash-In,34943.15,267.95,5117.54,267.95,43555.01,1
Cash-Out,84.4,17444.76,13357.63,17360.36,13357.63,0
Transfer,4877.93,10315.69,4488.65,5437.76,9366.58,0
Debit,45495.63,3951.52,19554.5,0.0,19554.5,1
Payment,29327.11,9115.22,1935.12,0.0,34194.94,1
Debit,10866.52,14205.07,16177.12,1165.25,16177.12,1
Cash-In,41797.29,14228.65,1683.87,14228.65,47660.89,1
Debit,337.77,8304.87,5085.41,7967.1,5085.41,0
Cash-Out,1467.54,7921.66,2698.41,6454.12,2698.41,0
Payment,773.98,1035.9,1569.21,261.92,2343.19,0
Cash-In,1611.57,4882.93,14610.36,4882.93,16221.93,0
Payment,15510.56,4969.4,19253.89,2040.17,36315.51,1
Cash-Out,0.48,17937.83,14098.8,9998.09,14098.8,1
Debit,0.08,273.35,6753.37,92.65,6753.37,1
Cash-Out,1952.96,12682.99,17343.25,10730.03,17343.25,0
Payment,136.91,14899.63,6804.81,14762.72,6941.72,0
Payment,555.85,16912.3,19717.61,16356.45,20273.46,0
Cash-In,0.75,16512.49,7764.13,16512.49,7764.96,1
Payment,39579.39,11047.1,9685.29,2841.49,53222.62,1
Transfer,4469.39,1189.85,10497.76,0.0,14967.15,0
Transfer,2228.37,2741.31,8531.83,512.94,10760.2,0
Cash-In,475.15,14267.27,9164.73,14267.27,9639.88,0
Cash-In,661.29,16863.09,5201.71,16863.09,5863.0,0
Transfer,4126.82,17209.04,6257.11,13082.22,10383.93,0
Payment,19.82,1982.33,4048.91,1962.51,4068.73,0
Transfer,0.49,17489.75,16453.74,17489.16,16454.28,1
Payment,0.68,18700.2,5809.63,18699.38,5810.38,1
Cash-In,14145.74,14487.72,5192.2,14487.72,20752.51,1
Cash-In,690.92,10156.96,18842.94,10156.96,19533.86,0
Cash-Out,1791.0,14291.91,2339.24,12500.91,2339.24,0
Cash-Out,1434.97,12343.09,6033.67,10908.12,6033.67,0
Cash-Out,41187.03,17224.01,19989.88,6307.84,19989.88,1
Payment,597.08,17641.44,16987.22,17044.36,17584.3,0
Payment,16.54,18326.16,18031.92,18309.62,18048.46,0
Payment,48290.65,2473.14,11942.68,318.7,65062.4,1
Cash-Out,29976.8,2471.51,2409.97,2432.88,2409.97,1
Cash-Out,1854.88,11764.21,12220.8,9909.33,12220.8,0
Transfer,4928.94,367.81,19301.84,0.0,24230.78,0
Cash-In,0.17,18130.12,5009.88,18130.12,5010.07,1
Transfer,8428.48,13448.38,16919.65,3334.2,26190.98,1
Transfer,3609.49,13190.01,267.6,9580.52,3877.09,0
Transfer,3212.56,13724.41,6795.55,10511.85,10008.11,0
Debit,493.94,3781.14,1332.38,3287.2,1332.38,0
Cash-In,2921.19,18554.58,18722.75,18554.58,21643.94,0
Cash-Out,785.64,15648.71,5310.32,14863.07,5310.32,0
Debit,40862.93,15189.75,2806.71,12827.91,2806.71,1
Cash-In,37618.45,2584.67,14697.17,2584.67,56077.47,1
Payment,36866.84,2823.85,12788.6,1456.12,53342.12,1
Transfer,25699.74,6685.66,16123.74,750.98,44393.45,1
Debit,869.27,16321.6,141.22,15452.33,141.22,0
Cash-In,1747.11,2177.6,14688.54,2177.6,16435.65,0
Payment,528.59,4358.67,2161.4,3830.08,2689.99,0
Cash-Out,908.35,1564.99,19309.31,656.64,19309.31,0
Debit,929.96,3895.78,8557.82,2965.82,8557.82,0
Cash-In,1876.39,9913.29,5066.48,9913.29,6942.87,0
Payment,297.84,6629.35,10788.04,6331.51,11085.88,0
Cash-In,29247.06,16176.96,1230.29,16176.96,33402.06,1
Debit,0.83,14181.42,6301.12,10334.66,6301.12,1
Debit,618.83,718.28,10231.49,99.45,10231.49,0
Debit,869.47,19220.88,7124.69,18351.41,7124.69,0
Debit,923.77,4063.36,4468.08,3139.59,4468.08,0
Transfer,4400.44,13245.5,13329.57,8845.06,17730.01,0
Debit,0.78,10495.4,13481.66,9907.6,13481.66,1
Cash-Out,46718.94,1820.32,16192.32,77.03,16192.32,1
Debit,276.23,17345.13,11556.19,17068.9,11556.19,0
Transfer,41709.25,6354.45,8324.14,0.0,54204.32,1
Debit,0.9,12629.36,17254.63,5933.82,17254.63,1
Debit,701.31,19133.95,4112.75,18432.64,4112.75,0
Payment,714.66,7302.07,17119.22,6587.41,17833.88,0
Payment,660.12,11867.77,19003.25,11207.65,19663.37,0
Transfer,28840.77,1783.48,3878.56,1334.06,35603.41,1
Cash-In,328.47,15667.91,8059.04,15667.91,8387.51,0
Transfer,2142.17,807.97,3817.12,0.0,5959.29,0
Cash-Out,33807.41,9285.14,4357.48,0.0,4357.48,1
Payment,16856.18,161.26,18031.07,0.0,36572.87,1
Debit,646.76,5518.87,7560.49,4872.11,7560.49,0
Debit,586.71,911.9,17437.03,325.19,17437.03,0
Cash-In,2051.67,7906.07,12341.56,7906.07,14393.23,0
Cash-In,2618.89,10783.19,19851.29,10783.19,22470.18,0
Cash-Out,1292.96,5122.56,7194.46,3829.6,7194.46,0
Cash-Out,1226.89,15519.21,14317.03,14292.32,14317.03,0
Transfer,9939.91,9782.24,1804.92,1778.95,12738.82,1
Debit,926.34,8836.51,15975.97,7910.17,15975.97,0
Payment,912.26,18672.58,19471.46,17760.32,20383.72,0
Transfer,1895.77,19036.65,4633.86,17140.88,6529.63,0
Cash-In,921.95,10397.07,11942.24,10397.07,12864.19,0
Cash-In,21906.88,17211.54,3764.49,17211.54,27862.06,1
Transfer,34927.5,15525.28,19423.56,6700.6,57843.81,1
Debit,34.5,15735.82,4307.09,15701.32,4307.09,0
Debit,636.93,279.54,19358.68,0.0,19358.68,0
Cash-In,1431.76,7537.69,13341.05,7537.69,14772.81,0
Transfer,572.88,733.33,17834.8,160.45,18407.68,0
Payment,306.79,1810.03,9348.76,1503.24,9655.55,0
Transfer,1018.99,10557.99,8057.74,9539.0,9076.73,0
Transfer,3216.68,18782.97,1450.35,15566.29,4667.03,0
Cash-In,2545.91,10706.9,8205.53,10706.9,10751.44,0
Transfer,1.0,15832.9,17974.06,3080.87,17975.16,1
Cash-In,2367.5,1858.29,3791.34,1858.29,6158.84,0
Payment,34155.09,1496.24,16796.19,959.76,54366.79,1
Cash-In,37225.67,5271.61,12507.6,5271.61,53455.84,1
Payment,512.76,2858.95,6616.74,2346.19,7129.5,0
Debit,167.83,7637.97,19035.27,7470.14,19035.27,0
Debit,8760.26,1675.76,5791.1,694.43,5791.1,1
Cash-In,0.97,15590.31,5896.73,15590.31,5897.8,1
Transfer,27344.15,7173.63,5021.42,0.0,35099.99,1
Cash-Out,638.6,19281.2,15791.65,18642.6,15791.65,0
Transfer,0.85,9150.41,15691.41,7370.14,15692.35,1
Cash-In,0.48,7524.47,12874.52,7524.47,12875.05,1
Cash-Out,895.92,11669.99,1231.2,10774.07,1231.2,0
Debit,996.77,15695.67,8548.19,14698.9,8548.19,0
Cash-In,1883.78,7891.35,17329.64,7891.35,19213.42,0
Payment,16128.08,2630.17,799.26,1619.08,18540.15,1
Payment,147.4,7966.0,10284.49,7818.6,10431.89,0
Transfer,1690.57,1752.73,10347.79,62.16,12038.36,0
Debit,922.5,8087.16,13426.43,7164.66,13426.43,0
Cash-Out,1483.75,19562.88,7847.47,18079.13,7847.47,0
Cash-Out,14770.11,18578.82,3163.55,15614.49,3163.55,1
Cash-Out,0.34,12213.89,4513.03,1750.71,4513.03,1
Cash-In,0.21,100.9,14684.61,100.9,14684.84,1
Cash-Out,45570.67,11444.73,17659.96,0.0,17659.96,1
Cash-Out,9235.36,13704.05,14894.56,9571.6,14894.56,1
Cash-In,1715.19,7570.34,13864.78,7570.34,15579.97,0
Debit,996.14,14396.77,981.47,13400.63,981.47,0
Cash-In,2819.65,2545.27,17397.3,2545.27,20216.95,0
Payment,735.58,7734.69,5481.5,6999.11,6217.08,0
Cash-In,1319.51,10274.69,2720.29,10274.69,4039.8,0
Transfer,742.77,17220.58,5037.25,16477.81,5780.02,0
Transfer,40313.07,2256.97,1772.46,1899.1,46116.84,1
Debit,188.48,13743.86,10855.07,13555.38,10855.07,0
Payment,15772.42,12516.14,1192.84,9148.96,18542.5,1
Transfer,3509.01,15403.23,2323.24,11894.22,5832.25,0
Cash-In,948.31,17395.75,15356.33,17395.75,16304.64,0
Cash-In,1470.77,7805.48,16343.51,7805.48,17814.28,0
Debit,303.85,11991.36,6622.47,11687.51,6622.47,0
Debit,433.36,6736.26,16774.55,6302.9,16774.55,0
Debit,49782.16,18534.56,11845.17,0.0,11845.17,1
Transfer,0.74,10879.72,7105.12,10878.83,7105.93,1
Debit,505.93,14952.35,7921.15,14446.42,7921.15,0
Cash-In,9637.99,8596.57,18950.41,8596.57,29552.2,1
Cash-Out,1633.25,2052.57,1669.2,419.32,1669.2,0
Transfer,0.82,4855.9,7939.87,4378.45,7940.77,1
Debit,62.04,14766.47,19470.11,14704.43,19470.11,0
Cash-Out,49376.66,9965.82,17308.03,3934.79,17308.03,1
Debit,427.79,8967.13,1804.76,8539.34,1804.76,0
Debit,529.03,1502.46,4758.18,973.43,4758.18,0
Payment,479.06,19239.03,15084.32,18759.97,15563.38,0
Cash-In,47328.61,12920.22,15744.38,12920.22,67805.85,1
Cash-In,2547.36,18766.85,17078.87,18766.85,19626.23,0
Debit,151.35,16568.76,19154.44,16417.41,19154.44,0
Payment,44067.3,11420.79,8165.49,1467.87,56639.52,1
Debit,366.92,942.23,18125.1,575.31,18125.1,0
Cash-In,47619.85,800.37,9998.64,800.37,62380.48,1
Cash-Out,0.47,14895.51,5649.38,14276.13,5649.38,1
Cash-In,7260.67,16906.86,8630.09,16906.86,16616.83,1
Cash-In,1943.75,16236.18,4870.16,16236.18,6813.91,0
Payment,331.61,6177.1,17704.93,5845.49,18036.54,0
Debit,298.71,13055.92,7935.8,12757.21,7935.8,0
Debit,0.82,16879.23,6596.65,5384.87,6596.65,1
Debit,290.72,348.89,10473.54,58.17,10473.54,0
Cash-Out,1609.69,3315.64,4623.45,1705.95,4623.45,0
Payment,0.82,4969.02,9924.34,4968.04,9925.24,1
Cash-Out,41309.99,8643.98,7380.43,569.51,7380.43,1
Debit,807.17,12011.51,801.05,11204.34,801.05,0
Cash-Out,373.2,388.95,2306.84,15.75,2306.84,0
Payment,773.33,16776.21,19254.04,16002.88,20027.37,0
Cash-In,26365.7,6438.0,5001.22,6438.0,34003.49,1
Payment,14.76,4887.51,15782.02,4872.75,15796.78,0
Transfer,12860.42,12925.1,19102.31,0.0,33248.77,1
Transfer,2298.04,16294.52,274.35,13996.48,2572.39,0
Cash-In,206.9,1608.53,3196.6,1608.53,3403.5,0
Debit,619.34,2382.52,11632.98,1763.18,11632.98,0
Payment,32525.2,19967.61,19733.92,10796.58,55511.64,1
Debit,670.23,5933.77,15836.89,5263.54,15836.89,0
Transfer,0.12,5112.41,5055.76,5112.27,5055.89,1
Cash-Out,332.33,9560.32,14429.97,9227.99,14429.97,0
Debit,352.12,19661.29,6662.62,19309.17,6662.62,0
Cash-Out,8097.61,13956.51,8198.05,1597.77,8198.05,1
Debit,198.26,4685.11,5318.37,4486.85,5318.37,0
Cash-Out,18172.2,17887.31,2718.13,0.0,2718.13,1
Cash-Out,752.39,16791.18,13404.96,16038.79,13404.96,0
Cash-Out,1834.97,10836.74,13086.5,9001.77,13086.5,0
Payment,666.13,5223.32,7211.78,4557.19,7877.91,0
Payment,808.6,19599.04,1334.76,18790.44,2143.36,0
Payment,26878.08,15002.39,11244.99,13265.45,40810.88,1
Cash-Out,0.16,9476.43,1373.06,5492.77,1373.06,1
Transfer,3840.44,11131.43,2948.64,7290.99,6789.08,0
Payment,20561.79,7298.81,4329.1,2434.09,26947.07,1
Cash-In,1603.65,19179.86,1648.64,19179.86,3252.29,0
Debit,999.03,4694.42,10760.59,3695.39,10760.59,0
Cash-In,2911.44,15933.0,3709.85,15933.0,6621.29,0
Payment,0.31,10551.85,17528.65,10551.48,17528.99,1
Payment,45296.52,13892.94,9704.65,2978.67,59530.82,1
Cash-In,44690.26,7073.42,10221.07,7073.42,59380.36,1
Transfer,1833.24,16136.41,18178.99,14303.17,20012.23,0
Transfer,9590.54,9365.47,4984.48,6149.88,15534.07,1
Cash-Out,1109.5,13189.8,3968.13,12080.3,3968.13,0
Payment,0.07,19507.04,10819.65,19506.96,10819.73,1
Debit,49872.23,3247.45,15006.79,0.0,15006.79,1
Transfer,241.4,4587.68,9051.41,4346.28,9292.81,0
Debit,708.03,16849.7,12577.06,16141.67,12577.06,0
Cash-Out,329.93,9300.24,5852.43,8970.31,5852.43,0
Transfer,0.84,15188.68,16815.58,15187.67,16816.5,1
Debit,986.7,18613.04,5620.24,17626.34,5620.24,0
Cash-In,0.54,8669.01,18080.38,8669.01,18080.97,1
Cash-Out,1822.39,14920.26,10047.68,13097.87,10047.68,0
Cash-In,1041.42,9561.96,10541.33,9561.96,11582.75,0
Payment,26873.89,5384.99,17029.5,0.0,46590.78,1
Payment,583.15,3763.93,17000.87,3180.78,17584.02,0
Cash-Out,0.31,14596.75,8120.11,14596.38,8120.11,1
Cash-Out,47412.6,14061.39,19330.82,0.0,19330.82,1
Cash-Out,11544.92,2229.7,11297.44,2035.59,11297.44,1
Debit,43928.83,10178.39,17793.65,0.0,17793.65,1
Payment,27190.22,1536.46,15363.17,0.0,45272.41,1
Debit,510.41,7383.1,10763.29,6872.69,10763.29,0
Debit,653.99,10946.34,8997.23,10292.35,8997.23,0
Cash-In,40425.54,816.41,15634.13,816.41,60102.22,1
Debit,563.77,6310.25,10617.42,5746.48,10617.42,0
Transfer,31750.83,506.0,9415.65,395.05,44341.56,1
Transfer,2764.8,2208.92,14532.81,0.0,17297.61,0
Cash-In,2617.85,18041.72,13789.66,18041.72,16407.51,0
Debit,988.77,12232.46,2540.75,11243.69,2540.75,0
Debit,25057.77,9775.76,172.04,3420.97,172.04,1
Cash-Out,14357.58,615.27,5082.1,108.2,5082.1,1
Cash-In,1979.69,4787.75,12078.9,4787.75,14058.59,0
Debit,43359.48,12565.23,1548.95,3459.21,1548.95,1
Payment,627.99,5255.45,16869.54,4627.46,17497.53,0
Cash-Out,978.34,8943.89,444.14,7965.55,444.14,0
Debit,637.17,17686.31,15813.37,17049.14,15813.37,0
Payment,38806.39,5163.13,2908.82,2838.7,45595.85,1
Cash-Out,13609.21,17385.17,17620.45,6078.9,17620.45,1
Transfer,1348.29,5787.5,11075.56,4439.21,12423.85,0
Payment,942.71,5767.29,4100.65,4824.58,5043.36,0
Cash-Out,1836.84,18590.53,11005.5,16753.69,11005.5,0
Cash-Out,0.87,11806.43,6087.77,4548.63,6087.77,1
Transfer,3728.22,11354.68,16377.44,7626.46,20105.66,0
Debit,16302.24,5521.88,7873.45,4908.06,7873.45,1
Cash-In,0.55,2140.22,11190.22,2140.22,11190.83,1
Transfer,1343.6,13066.44,7741.61,11722.84,9085.21,0
Debit,277.98,10664.34,1956.2,10386.36,1956.2,0
Debit,901.25,15621.82,2656.29,14720.57,2656.29,0
Debit,0.4,8136.82,6849.0,8136.34,6849.0,1
Cash-Out,126.53,5891.25,14938.04,5764.72,14938.04,0
Debit,217.28,12968.38,3599.47,12751.1,3599.47,0
Cash-In,2987.93,1728.02,17596.03,1728.02,20583.96,0
Cash-In,43603.3,4792.22,16291.64,4792.22,64255.27,1
Payment,49361.98,7324.6,12963.87,2641.07,67262.05,1
Cash-Out,288.38,4649.27,18146.08,4360.89,18146.08,0
Transfer,2068.68,16869.59,5487.46,14800.91,7556.14,0
Debit,0.95,19606.74,18872.63,14876.27,18872.63,1
Debit,822.71,5465.97,8137.54,4643.26,8137.54,0
Transfer,0.71,13923.41,13015.63,13922.56,13016.41,1
Transfer,0.94,6491.43,19504.62,958.99,19505.65,1
Transfer,25940.7,13505.54,1750.72,9326.47,30285.49,1
Payment,60.01,10848.09,11360.29,10788.08,11420.3,0
Cash-Out,1611.43,13331.0,7594.76,11719.57,7594.76,0
Payment,39756.41,3522.83,9023.82,0.0,52755.87,1
Cash-In,22116.34,1651.57,4832.68,1651.57,29160.65,1
Debit,39141.34,79.47,12702.86,32.88,12702.86,1
Payment,44169.45,9463.73,10052.7,245.62,58639.1,1
Cash-In,2447.98,11434.06,2105.87,11434.06,4553.85,0
Cash-Out,706.74,8431.13,12390.99,7724.39,12390.99,0
Cash-Out,68.09,8709.98,10853.81,8641.89,10853.81,0
